Kabupaten_Kota,Nama_Bengkel,No_Telepon,Alamat,Kategori,Rating,Jam_Buka,Link_Maps
Tabanan,Bengkel Motor TMS,0858-7941-5961,,"Bengkel Sepeda Motor · F448+QC5, Jl. Teratai",,Buka · Tutup pukul 22.00 · 0858-7941-5961,https://www.google.com/maps/place/Bengkel+Motor+TMS/data=!4m7!3m6!1s0x2dd23a670a8a4e77:0xe9d3611f3d57decc!8m2!3d-8.5431242!4d115.1161077!16s%2Fg%2F11f40383zk!19sChIJd06KCmc60i0RzN5XPR9h0-k?authuser=0&hl=id&rclk=1
Tabanan,Herry Motor Service Shock breaker,0821-4442-2332,,Bengkel Hidrolik ·  · C4RW+VR6,,Buka sekarang · 0821-4442-2332,https://www.google.com/maps/place/Herry+Motor+Service+Shock+breaker/data=!4m7!3m6!1s0x2dd23bcbe40c44fd:0xff50e14a5a82d3e8!8m2!3d-8.5578623!4d115.1470117!16s%2Fg%2F11c6mksttq!19sChIJ_UQM5Ms70i0R6NOCWkrhUP8?authuser=0&hl=id&rclk=1
Tabanan,BENGKEL service motor panggilan 24 jam DENPASAR/BADUNG (seraya motor),0851-0708-4665,,Bengkel Sepeda Motor · Jl. Gunung Seraya No.9,,Buka 24 jam · 0851-0708-4665,https://www.google.com/maps/place/BENGKEL+service+motor+panggilan+24+jam+DENPASAR%2FBADUNG+%28seraya+motor%29/data=!4m7!3m6!1s0x2dd247c33e859403:0xb457393f073ae158!8m2!3d-8.663464!4d115.1819959!16s%2Fg%2F11lp7scvmj!19sChIJA5SFPsNH0i0RWOE6Bz85V7Q?authuser=0&hl=id&rclk=1
Tabanan,Planet Ban Raya Semer Kerobokan kelod,0817-0006-055,,Bengkel Sepeda Motor · Jl. Raya Semer No.16,,Buka · Tutup pukul 19.00 · 0817-0006-055,https://www.google.com/maps/place/Planet+Ban+Raya+Semer+Kerobokan+kelod/data=!4m7!3m6!1s0x2dd24785c7d267e7:0xf29e65074df4f7dc!8m2!3d-8.6622401!4d115.1647946!16s%2Fg%2F11kk5jvf4m!19sChIJ52fSx4VH0i0R3Pf0TQdlnvI?authuser=0&hl=id&rclk=1
Tabanan,Kwin motor,0878-5242-6346,,Bengkel Sepeda Motor · Jl. Gunung Batukaru No.1,,Buka 24 jam · 0878-5242-6346,https://www.google.com/maps/place/Kwin+motor/data=!4m7!3m6!1s0x2dd23fcc00edb067:0x1b55d07c6879adc!8m2!3d-8.6603061!4d115.2060075!16s%2Fg%2F11lcz65pn8!19sChIJZ7DtAMw_0i0R3JqHxgddtQE?authuser=0&hl=id&rclk=1
Tabanan,Bengkel M1R Motor,0857-3793-7171,,"Bengkel Sepeda Motor · Jalan Jepun II, Gg. I No.1",,Buka · Tutup pukul 17.00 · 0857-3793-7171,https://www.google.com/maps/place/Bengkel+M1R+Motor/data=!4m7!3m6!1s0x2dd23a5c8b5372d9:0x8e6994fb9e128ca2!8m2!3d-8.5430228!4d115.1220839!16s%2Fg%2F11dflglfr2!19sChIJ2XJTi1w60i0RoowSnvuUaY4?authuser=0&hl=id&rclk=1
Tabanan,"Bengkel Motor Panggilan *""ERIK MOTOR""*",0877-5690-0010,,"Bengkel Sepeda Motor · sebelah bank urban) timurnya aiboo houseware, Jl. Gatot Subroto Barat No.170",,Buka 24 jam · 0877-5690-0010,https://www.google.com/maps/place/Bengkel+Motor+Panggilan+*%22ERIK+MOTOR%22*/data=!4m7!3m6!1s0x2dd239f1865deb4b:0xab128656a3c79f8f!8m2!3d-8.6373403!4d115.1825761!16s%2Fg%2F11yj6jl450!19sChIJS-tdhvE50i0Rj5_Ho1aGEqs?authuser=0&hl=id&rclk=1
Tabanan,bengkel panggilan 24 jam BRYAN MOTOR,0857-0838-5681,"melayani home servis ganti oli, ban, sparepart, servis injeksi",Bengkel panggilan bryan motor,,Buka 24 jam · 0857-0838-5681,https://www.google.com/maps/place/bengkel+panggilan+24+jam+BRYAN+MOTOR/data=!4m7!3m6!1s0x2dd241de14696231:0x556a809f15e29d64!8m2!3d-8.668641!4d115.224623!16s%2Fg%2F11xms437_t!19sChIJMWJpFN5B0i0RZJ3iFZ-AalU?authuser=0&hl=id&rclk=1
Tabanan,Bengkel panggilan 24 jam arik motor,0819-9908-6628,,Bengkel Sepeda Motor · Gg. Hawai VI No.2,,Buka 24 jam · 0819-9908-6628,https://www.google.com/maps/place/Bengkel+panggilan+24+jam+arik+motor/data=!4m7!3m6!1s0x2dd23985e8b1e3e3:0xe7ee58b64c8d4361!8m2!3d-8.5943727!4d115.1745533!16s%2Fg%2F11lw3ssl0g!19sChIJ4-Ox6IU50i0RYUONTLZY7uc?authuser=0&hl=id&rclk=1
Tabanan,Angga Motor Service,0852-3926-7882,,"Bengkel Sepeda Motor · C4MM+QWJ, Jl. Terunajaya",,Buka · Tutup pukul 17.00 · 0852-3926-7882,https://www.google.com/maps/place/Angga+Motor+Service/data=!4m7!3m6!1s0x2dd23a2e1ad301ef:0x6a389a4ab25266e2!8m2!3d-8.5655298!4d115.1347661!16s%2Fg%2F11gg6xscj0!19sChIJ7wHTGi460i0R4mZSskqaOGo?authuser=0&hl=id&rclk=1
Tabanan,edi motor,0878-5398-4379,,"Bengkel Sepeda Motor · C49J+M8J, Jl. Tanah Lot",,Buka · Tutup pukul 19.00 · 0878-5398-4379,https://www.google.com/maps/place/edi+motor/data=!4m7!3m6!1s0x2dd2398679bd0011:0xc3eba7217e57fb7c!8m2!3d-8.5807939!4d115.1307614!16s%2Fg%2F11gg72y7hv!19sChIJEQC9eYY50i0RfPtXfiGn68M?authuser=0&hl=id&rclk=1
Tabanan,Bengkel panggilan agus 24 jam,0857-1556-9623,,Bengkel Sepeda Motor,,Buka 24 jam · 0857-1556-9623,https://www.google.com/maps/place/Bengkel+panggilan+agus+24+jam/data=!4m7!3m6!1s0x2dd241ccdea28e63:0x5ad61b8fa2128989!8m2!3d-8.665466!4d115.2027625!16s%2Fg%2F11ldknnsh4!19sChIJY46i3sxB0i0RiYkSoo8b1lo?authuser=0&hl=id&rclk=1
Tabanan,MAVIA BAN SECOND(TAMBAL BAN MANUAL TECH),0896-7011-8342,,Bengkel Sepeda Motor · Jl. Wagimin No.27,,Buka · Tutup Jum pukul 05.00 · 0896-7011-8342,https://www.google.com/maps/place/MAVIA+BAN+SECOND%28TAMBAL+BAN+MANUAL+TECH%29/data=!4m7!3m6!1s0x2dd23b9907b5b851:0x938065b132d49b5a!8m2!3d-8.5585287!4d115.1413228!16s%2Fg%2F11rsc_htp9!19sChIJUbi1B5k70i0RWpvUMrFlgJM?authuser=0&hl=id&rclk=1
Buleleng,MG performance ( service injeksi & bubut ),0813-3905-542,,"Bengkel Sepeda Motor · V342+C7Q, Jl. Singaraja-Gilimanuk",,Buka · Tutup pukul 17.00 · 0813-3905-542,https://www.google.com/maps/place/MG+performance+%28+service+injeksi+%26+bubut+%29/data=!4m7!3m6!1s0x2dd19b003cef8d9d:0x115b4081b26f8091!8m2!3d-8.1438552!4d115.0507335!16s%2Fg%2F11ym42dn5q!19sChIJnY3vPACb0S0RkYBvsoFAWxE?authuser=0&hl=id&rclk=1
Buleleng,Gunawan motor. Racing parts & accessories.,0851-0300-0444,,Bengkel Sepeda Motor · Jl. Imam Bonjol No.42,,Buka · Tutup pukul 17.00 · 0851-0300-0444,https://www.google.com/maps/place/Gunawan+motor.+Racing+parts+%26+accessories./data=!4m7!3m6!1s0x2dd19a091bf1cab3:0xc52f4d3c7899bdd2!8m2!3d-8.1071823!4d115.0900981!16s%2Fg%2F11cjgb_3k4!19sChIJs8rxGwma0S0R0r2ZeDxNL8U?authuser=0&hl=id&rclk=1
Buleleng,Hirotito motor,0823-2283-7300,,Bengkel Sepeda Motor · Jl. Sudirman No.33,,Buka · Tutup pukul 22.00 · 0823-2283-7300,https://www.google.com/maps/place/Hirotito+motor/data=!4m7!3m6!1s0x2dd19b0017762d3b:0x71bc3f80e83078bd!8m2!3d-8.1194121!4d115.0837474!16s%2Fg%2F11y4kp3x_y!19sChIJOy12FwCb0S0RvXgw6IA_vHE?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Hirotito Motor Lovina,0878-3824-4888,,Bengkel Sepeda Motor · R2RJ+PXX,,Buka · Tutup pukul 22.00 · 0878-3824-4888,https://www.google.com/maps/place/Bengkel+Hirotito+Motor+Lovina/data=!4m7!3m6!1s0x2dd19b0019848035:0x2018159f50d19385!8m2!3d-8.1581442!4d115.0324831!16s%2Fg%2F11yl36bhhl!19sChIJNYCEGQCb0S0RhZPRUJ8VGCA?authuser=0&hl=id&rclk=1
Buleleng,Mortech,0878-2142-1666,,"Bengkel Sepeda Motor ·  · Singaraja, Jl. Diponegoro No.106",,Buka · Tutup pukul 17.00 · 0878-2142-1666,https://www.google.com/maps/place/Mortech/data=!4m7!3m6!1s0x2dd19a092e7d5d8f:0x298b697e09ed13db!8m2!3d-8.105482!4d115.0882603!16s%2Fg%2F11b6d28ppc!19sChIJj119Lgma0S0R2xPtCX5piyk?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Happy Motor,0819-4573-8699,,Bengkel Sepeda Motor ·  · Jl. Laksamana-Baktiseraga,,Segera tutup · 16.00 · Buka Jum pukul 08.00 · 0819-4573-8699,https://www.google.com/maps/place/Bengkel+Happy+Motor/data=!4m7!3m6!1s0x2dd19a7aa0e28469:0xff050ca2b07ce11b!8m2!3d-8.1248331!4d115.0832685!16s%2Fg%2F11fyzfnlk0!19sChIJaYTioHqa0S0RG-F8sKIMBf8?authuser=0&hl=id&rclk=1
Buleleng,Niaga Motor,0823-4093-1628,,Bengkel Sepeda Motor ·  · Jl. Seririt- Singaraja,,Buka · Tutup pukul 17.00 · 0823-4093-1628,https://www.google.com/maps/place/Niaga+Motor/data=!4m7!3m6!1s0x2dd19b1c1669d633:0x6d814be4d4a7fb8!8m2!3d-8.1516122!4d115.0421531!16s%2Fg%2F11c5553fbw!19sChIJM9ZpFhyb0S0RuH9KTb4U2AY?authuser=0&hl=id&rclk=1
Buleleng,Mulya Jaya Motor,0857-9285-1278,,"Bengkel Sepeda Motor · V385+FRC, Jl. Seririt- Singaraja Jl. Dewa Putu Kerta",,Buka · Tutup pukul 22.00 · 0857-9285-1278,https://www.google.com/maps/place/Mulya+Jaya+Motor/data=!4m7!3m6!1s0x2dd19b1be5eff0a5:0xb9785c76d6b1ac85!8m2!3d-8.1338069!4d115.0595116!16s%2Fg%2F11ghtpwdrq!19sChIJpfDv5Rub0S0Rhayx1nZceLk?authuser=0&hl=id&rclk=1
Buleleng,Wahyu Div Motor,0812-3600-3040,,"Bengkel Sepeda Motor ·  · V3GM+8XQ, Singaraja",,Segera tutup · 16.15 · Buka Jum pukul 08.00 · 0812-3600-3040,https://www.google.com/maps/place/Wahyu+Div+Motor/data=!4m7!3m6!1s0x2dd19a7063206163:0xee2fe6e1fbb297b7!8m2!3d-8.1241681!4d115.084974!16s%2Fg%2F11g6wx8ryv!19sChIJY2EgY3Ca0S0Rt5ey--HmL-4?authuser=0&hl=id&rclk=1
Buleleng,Hito Jaya Motor Pemaron,0878-7948-2979,,Bengkel Motor Skuter,,Buka · Tutup pukul 18.00 · 0878-7948-2979,https://www.google.com/maps/place/Hito+Jaya+Motor+Pemaron/data=!4m7!3m6!1s0x2dd19beefe5c8509:0x3a11453884b8d7c1!8m2!3d-8.1301116!4d115.062913!16s%2Fg%2F11h6m4thr8!19sChIJCYVc_u6b0S0Rwde4hDhFETo?authuser=0&hl=id&rclk=1
Buleleng,Edie Arta Motor Imam Bonjol,0819-9992-9991,,"""Bengkel motor yg terlengkap dengan onderdil serta pelayanan yg ramah.""",,Buka · Tutup pukul 22.00 · 0819-9992-9991,https://www.google.com/maps/place/Edie+Arta+Motor+Imam+Bonjol/data=!4m7!3m6!1s0x2dd19bc2c839a8cd:0x8b6a0102e3122cd7!8m2!3d-8.1083093!4d115.0905834!16s%2Fg%2F11fll24f58!19sChIJzag5yMKb0S0R1ywS4wIBaos?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Sepeda Motor,0813-3778-9921,,Bengkel Sepeda Motor · Jl. Ngurah Rai No.21,,Buka · Tutup pukul 17.00 · 0813-3778-9921,https://www.google.com/maps/place/Bengkel+Sepeda+Motor/data=!4m7!3m6!1s0x2dd19b722e836079:0x3b91137fc51e8001!8m2!3d-8.121034!4d115.0922183!16s%2Fg%2F11g0j4nq31!19sChIJeWCDLnKb0S0RAYAexX8TkTs?authuser=0&hl=id&rclk=1
Buleleng,Edie Arta Motor Sukasada,0859-6702-7646,,Bengkel Sepeda Motor ·  · Jl. Jelantik Gingsir,,Buka · Tutup pukul 22.00 · 0859-6702-7646,https://www.google.com/maps/place/Edie+Arta+Motor+Sukasada/data=!4m7!3m6!1s0x2dd191393f128739:0x5cc42e88e550b34c!8m2!3d-8.1462082!4d115.1053915!16s%2Fg%2F11f9hv0mby!19sChIJOYcSPzmR0S0RTLNQ5YguxFw?authuser=0&hl=id&rclk=1
Buleleng,TYOK Motor,0818-0551-4861,,"Bengkel Sepeda Motor · R4CJ+7RF, Jl. Raya Bedugul - Singaraja",,Buka · Tutup pukul 17.00 · 0818-0551-4861,https://www.google.com/maps/place/TYOK+Motor/data=!4m7!3m6!1s0x2dd18fd81758da3b:0x2bdf9669ec8db71!8m2!3d-8.1793128!4d115.1320358!16s%2Fg%2F11gj0wgy9p!19sChIJO9pYF9iP0S0RcdvInmb5vQI?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Delapan motor official,0831-1946-6919,,"Bengkel Sepeda Motor · V3JW+RJP Timur Pertigaan, Jl. Gempol Jl. Bayusuta",,Buka · Tutup Jum pukul 05.00 · 0831-1946-6919,https://www.google.com/maps/place/Bengkel+Delapan+motor+official/data=!4m7!3m6!1s0x2dd191b82877be17:0xe175acd5f6806e39!8m2!3d-8.1179034!4d115.0965813!16s%2Fg%2F11p01hnhcv!19sChIJF753KLiR0S0ROW6A9tWsdeE?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Andika Motor,0819-3848-5472,,Bengkel Sepeda Motor ·  · R4W9+X39,,Buka · Tutup pukul 17.00 · 0819-3848-5472,https://www.google.com/maps/place/Bengkel+Andika+Motor/data=!4m7!3m6!1s0x2dd1901555653d3f:0xe177f307223c0de5!8m2!3d-8.1525995!4d115.1177207!16s%2Fg%2F11csb3346t!19sChIJPz1lVRWQ0S0R5Q08Igfzd-E?authuser=0&hl=id&rclk=1
Buleleng,Edie Arta Motor Bungkulan,0878-5054-0808,,Bengkel Sepeda Motor ·  · Jl. Raya Singaraja,,Buka · Tutup pukul 22.00 · 0878-5054-0808,https://www.google.com/maps/place/Edie+Arta+Motor+Bungkulan/data=!4m7!3m6!1s0x2dd196da707e3d8b:0xc9aac4b6203b020e!8m2!3d-8.080085!4d115.1488025!16s%2Fg%2F11c6095vqt!19sChIJiz1-cNqW0S0RDgI7ILbEqsk?authuser=0&hl=id&rclk=1
Buleleng,Bengkel panggilan 24 jam arik motor,0819-9908-6628,,Bengkel Sepeda Motor · Gg. Hawai VI No.2,,Buka 24 jam · 0819-9908-6628,https://www.google.com/maps/place/Bengkel+panggilan+24+jam+arik+motor/data=!4m7!3m6!1s0x2dd23985e8b1e3e3:0xe7ee58b64c8d4361!8m2!3d-8.5943727!4d115.1745533!16s%2Fg%2F11lw3ssl0g!19sChIJ4-Ox6IU50i0RYUONTLZY7uc?authuser=0&hl=id&rclk=1
Buleleng,Perawatan sepeda motor HONDA,0859-3613-0979,,"Bengkel Sepeda Motor · Ahass Dewa Agung Motor, Kalibukbuk, Jl. Seririt- Singaraja",,Buka · Tutup pukul 17.00 · 0859-3613-0979,https://www.google.com/maps/place/Perawatan+sepeda+motor+HONDA/data=!4m7!3m6!1s0x2dd19b32964594dd:0xf321e1fab1218ce0!8m2!3d-8.1594785!4d115.0312105!16s%2Fg%2F11h4g34d57!19sChIJ3ZRFljKb0S0R4IwhsfrhIfM?authuser=0&hl=id&rclk=1
Buleleng,BENGKEL service motor panggilan 24 jam DENPASAR/BADUNG (seraya motor),0851-0708-4665,,Bengkel Sepeda Motor · Jl. Gunung Seraya No.9,,Buka 24 jam · 0851-0708-4665,https://www.google.com/maps/place/BENGKEL+service+motor+panggilan+24+jam+DENPASAR%2FBADUNG+%28seraya+motor%29/data=!4m7!3m6!1s0x2dd247c33e859403:0xb457393f073ae158!8m2!3d-8.663464!4d115.1819959!16s%2Fg%2F11lp7scvmj!19sChIJA5SFPsNH0i0RWOE6Bz85V7Q?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Panggilan Motor 24jam (AjM)Denpasar/Badung,0812-3920-1309,,Bengkel Sepeda Motor · Jl. Kartini No.18a,,Buka 24 jam · 0812-3920-1309,https://www.google.com/maps/place/Bengkel+Panggilan+Motor+24jam+%28AjM%29Denpasar%2FBadung/data=!4m7!3m6!1s0x2dd241826f5db4b1:0x66098b5a4af9b423!8m2!3d-8.6546577!4d115.21329!16s%2Fg%2F11nc4s65tc!19sChIJsbRdb4JB0i0RI7T5SlqLCWY?authuser=0&hl=id&rclk=1
Buleleng,"Bengkel panggilan ""berkah motor""",0859-4035-8185,,Bengkel Sepeda Motor · Gg. Menuri,,Buka 24 jam · 0859-4035-8185,https://www.google.com/maps/place/Bengkel+panggilan+%22berkah+motor%22/data=!4m7!3m6!1s0x2dd239001014ae03:0x1813c8286c330d5a!8m2!3d-8.6464791!4d115.1844892!16s%2Fg%2F11x2dtq0r_!19sChIJA64UEAA50i0RWg0zbCjIExg?authuser=0&hl=id&rclk=1
Buleleng,Bengkel sepeda motor panggilan 24 jam,0857-1556-9623,,Bengkel Sepeda Motor · Jl. Gunung Karang,,Buka 24 jam · 0857-1556-9623,https://www.google.com/maps/place/Bengkel+sepeda+motor+panggilan+24+jam/data=!4m7!3m6!1s0x2dd241dee2c18a39:0xfdc7286cc069ef00!8m2!3d-8.6668676!4d115.2064989!16s%2Fg%2F11vtb81jmv!19sChIJOYrB4t5B0i0RAO9pwGwox_0?authuser=0&hl=id&rclk=1
Buleleng,Bengkel Motor Panggilan 24jam(Iwan motor)DENPASAR/BADUNG,0813-3835-4028,,"Bengkel Sepeda Motor ·  · 86GG+9C5, Jl. Tukad Yeh Ho III",,Buka 24 jam · 0813-3835-4028,https://www.google.com/maps/place/Bengkel+Motor+Panggilan+24jam%28Iwan+motor%29DENPASAR%2FBADUNG/data=!4m7!3m6!1s0x2dd2418e4a11fb71:0xe18a31a8d0029bc6!8m2!3d-8.674103!4d115.2261149!16s%2Fg%2F11s3bv8r7b!19sChIJcfsRSo5B0i0RxpsC0KgxiuE?authuser=0&hl=id&rclk=1
Buleleng,BENGKEL SEPEDA MOTOR KT SUDANA,0878-6030-0048,,"Bengkel Sepeda Motor · V4Q5+2VV, timur",,Buka · Tutup pukul 17.00 · 0878-6030-0048,https://www.google.com/maps/place/BENGKEL+SEPEDA+MOTOR+KT+SUDANA/data=!4m7!3m6!1s0x2dd1914a2d83eb5b:0x39561d2f82e26004!8m2!3d-8.1123776!4d115.1096862!16s%2Fg%2F11gkx6gzp9!19sChIJW-uDLUqR0S0RBGDigi8dVjk?authuser=0&hl=id&rclk=1
Buleleng,Jhonn's Electric II Melayani Service Kendaraan Listrik,0856-3766-887,,Bengkel Sepeda · Perumahan Canggu Pertiwi No.A1,,Buka · Tutup pukul 21.00 · 0856-3766-887,https://www.google.com/maps/place/Jhonn%27s+Electric+II+Melayani+Service+Kendaraan+Listrik/data=!4m7!3m6!1s0x2dd23941568d0e2b:0x24f0fa1d2b92b27a!8m2!3d-8.6455646!4d115.1560396!16s%2Fg%2F11wmtw1n0_!19sChIJKw6NVkE50i0RerKSKx368CQ?authuser=0&hl=id&rclk=1
Buleleng,Planet Ban Raya Semer Kerobokan kelod,0817-0006-055,,Bengkel Sepeda Motor · Jl. Raya Semer No.16,,Buka · Tutup pukul 19.00 · 0817-0006-055,https://www.google.com/maps/place/Planet+Ban+Raya+Semer+Kerobokan+kelod/data=!4m7!3m6!1s0x2dd24785c7d267e7:0xf29e65074df4f7dc!8m2!3d-8.6622401!4d115.1647946!16s%2Fg%2F11kk5jvf4m!19sChIJ52fSx4VH0i0R3Pf0TQdlnvI?authuser=0&hl=id&rclk=1
Buleleng,Bengkel motor terdekat dewa (khusus panggilan),0877-1730-7370,,"Bengkel Sepeda Motor · Panjer Renon, Sidakarya",,Buka 24 jam · 0877-1730-7370,https://www.google.com/maps/place/Bengkel+motor+terdekat+dewa+%28khusus+panggilan%29/data=!4m7!3m6!1s0x2dd24106abb0a6ed:0x99d63c2ad8d7d440!8m2!3d-8.6802062!4d115.2095311!16s%2Fg%2F11vr3jh94q!19sChIJ7aawqwZB0i0RQNTX2Co81pk?authuser=0&hl=id&rclk=1
Buleleng,Ahass Kasih Motor 1,0823-4038-3213,,Bengkel Sepeda Motor · Jl. Raya Anyar No.4,,Buka · Tutup pukul 17.00 · 0823-4038-3213,https://www.google.com/maps/place/Ahass+Kasih+Motor+1/data=!4m7!3m6!1s0x2dd23899a9cbc3fb:0x4bc7ff4e730d8f58!8m2!3d-8.6461396!4d115.1617124!16s%2Fg%2F11bv3835t5!19sChIJ-8PLqZk40i0RWI8Nc07_x0s?authuser=0&hl=id&rclk=1
Buleleng,Adit Garage - Bengkel Panggilan / On Call Bike Workshop,0812-4624-6001,,"""Bengkel panggilan terbaik, kakaknya fast response dan harga bersahabat.""",,Buka · Tutup pukul 22.00 · 0812-4624-6001,https://www.google.com/maps/place/Adit+Garage+-+Bengkel+Panggilan+%2F+On+Call+Bike+Workshop/data=!4m7!3m6!1s0x2dd2390ccf00698f:0x823558c00a344880!8m2!3d-8.6071345!4d115.1587234!16s%2Fg%2F11y0hp8118!19sChIJj2kAzww50i0RgEg0CsBYNYI?authuser=0&hl=id&rclk=1
Buleleng,Bengkel panggilan budiawan motor 24 jam,0881-0370-5738,,Bengkel Sepeda · Jl. Dukuh Sari gg asem,,Buka 24 jam · 0881-0370-57383,https://www.google.com/maps/place/Bengkel+panggilan+budiawan+motor+24+jam/data=!4m7!3m6!1s0x2dd241f23aca8e61:0x128d0fc60f43351d!8m2!3d-8.6935439!4d115.2146458!16s%2Fg%2F11y01tpr4d!19sChIJYY7KOvJB0i0RHTVDD8YPjRI?authuser=0&hl=id&rclk=1
Buleleng,Bengkel panggilan mahira motor,0822-3149-7570,,Bengkel Sepeda Motor · Jl. Tukad Irawadi Gg. 19X No.4,,Buka 24 jam · 0822-3149-7570,https://www.google.com/maps/place/Bengkel+panggilan+mahira+motor/data=!4m7!3m6!1s0x2dd241ef4934e597:0xe8c80d940cf60ecd!8m2!3d-8.684611!4d115.2221634!16s%2Fg%2F11lnms7qj2!19sChIJl-U0Se9B0i0RzQ72DJQNyOg?authuser=0&hl=id&rclk=1
Buleleng,Bengkel motor panggilan gatsu,0877-8778-1341,,Bengkel Sepeda Motor · Jl. Gatot Subroto I Gg. Mertasari No.B15,,Buka · Tutup pukul 17.00 · Buka kembali pukul 17.30 · 0877-8778-1341,https://www.google.com/maps/place/Bengkel+motor+panggilan+gatsu/data=!4m7!3m6!1s0x2dd23f1f004ee547:0x59b06b38b630286c!8m2!3d-8.6265057!4d115.2207718!16s%2Fg%2F11lcz5sl94!19sChIJR-VOAB8_0i0RbCgwtjhrsFk?authuser=0&hl=id&rclk=1
Buleleng,Tambal Ban Panggilan 99,0812-4984-0267,,Bengkel Sepeda Motor · Jl. Nusa Kambangan No.140,,Buka 24 jam · 0812-4984-0267,https://www.google.com/maps/place/Tambal+Ban+Panggilan+99/data=!4m7!3m6!1s0x2dd24185d97083d7:0xa4f4e97aa3152587!8m2!3d-8.6677702!4d115.2086926!16s%2Fg%2F11y2ctb9n_!19sChIJ14Nw2YVB0i0RhyUVo3rp9KQ?authuser=0&hl=id&rclk=1
Buleleng,Tambal ban tubeless panggilan,0813-3729-8698,,Bengkel Sepeda Motor · ,,Buka · Tutup pukul 20.00 · 0813-3729-8698,https://www.google.com/maps/place/Tambal+ban+tubeless+panggilan/data=!4m7!3m6!1s0x2dd23f78f99ff43d:0x65be9a9ee2a67b0a!8m2!3d-8.7141843!4d115.1939362!16s%2Fg%2F11nchkmfr3!19sChIJPfSf-Xg_0i0RCnum4p6avmU?authuser=0&hl=id&rclk=1
Buleleng,TAMBAL BAN MOTOR (panggilan),0853-3863-6344,,Bengkel tambal ban ·  · Gg. Mawar,,Buka · Tutup pukul 00.00 · 0853-3863-6344,https://www.google.com/maps/place/TAMBAL+BAN+MOTOR+%28panggilan%29/data=!4m7!3m6!1s0x2dd241d1a9844d0f:0xd8e19291ce0797a8!8m2!3d-8.6695859!4d115.2538154!16s%2Fg%2F11sqgp8wk6!19sChIJD02EqdFB0i0RqJcHzpGS4dg?authuser=0&hl=id&rclk=1
